,client_id,date_order,sales_net
634,1773169,2019-09-02,44354.66424432754
635,1773169,2019-09-03,38747.1487016
636,1773169,2019-09-04,62013.95117387363
637,1773169,2019-09-05,61717.591156822025
638,1773169,2019-09-06,34311.39195908773
639,1773169,2019-09-07,14024.873515555557
640,1773169,2019-09-09,19226.272933028013
641,1773169,2019-09-10,27657.820779434893
642,1773169,2019-09-11,38109.83732441777
643,1773169,2019-09-12,17191.24041777778
644,1773169,2019-09-13,59621.748541970446
645,1773169,2019-09-17,50801.13177903243
646,1773169,2019-09-18,5073.088431111111
647,1773169,2019-09-19,2255.9231680000003
648,1773169,2019-09-20,20766.741216589744
649,2212698,2017-09-25,634.3332533333333
650,2212698,2017-09-27,18894.304316
651,2212698,2017-09-28,540.4646822222222
652,2212698,2017-09-29,912.9365160000001
653,2212698,2017-10-02,3251.6112000000003
654,2212698,2017-10-03,3297.4824000000003
655,2212698,2017-10-04,1009.145332
656,2212698,2017-10-09,1555.1380233333334
657,2212698,2017-10-11,4842.917413333333
658,2212698,2017-10-13,384.8176
659,2212698,2017-10-16,3252.9360000000006
660,2212698,2017-10-17,3251.6112000000007
661,2212698,2017-10-19,2227.5371362352944
662,2212698,2017-10-20,766.964992
663,2212698,2017-10-23,62431.44502666667
664,2212698,2017-10-25,1762.9144266666667
665,2212698,2017-10-26,66.40559999999999
666,2212698,2017-10-30,254.91360000000003
667,2212698,2017-10-31,1361.7619506666667
668,2212698,2017-11-01,62568.57746666667
669,2212698,2017-11-02,97717.4182
670,2212698,2017-11-04,8688.848
671,2212698,2017-11-06,31740.12144
672,2212698,2017-11-07,34390.20043529412
673,2212698,2017-11-08,36170.806917
674,2212698,2017-11-10,0.0
675,2212698,2017-11-14,1207.814065
676,2212698,2017-11-20,861.392504
677,2212698,2017-11-21,308.98357933333335
678,2212698,2017-11-22,9730.069142222223
679,2212698,2017-11-23,1415.66518
680,2212698,2017-11-24,901.692
681,2212698,2017-11-28,10160.614841333334
